priorite;score;nom_entreprise;adresse;telephone;telephone_intl;site_web;statut_web;note_google;nombre_avis;nb_photos_api;niche;ville;raisons;horaires_apercu;lien_google_maps;place_id;statut_appel;date_appel;notes;date_extraction
CHAUD;96;Trek elec;Av. de Sainte-Croix, 64100 Bayonne, France;07 66 24 46 91;+33 7 66 24 46 91;;Non;5;48;10;électricien;Bayonne;10+ photos API (excellent) / 48 avis (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 07:30 – 18:00 | mardi: 07:30 – 18:00 | mercredi: 07:30 – 18:00;https://maps.google.com/?cid=1545593386981869720;ChIJkfwZGYtBUQ0RmEg_Hv8McxU;;;;2026-05-08
CHAUD;96;VP ELEC;111 Av. du Comte Vert, 73000 Chambéry, France;06 03 53 53 79;+33 6 03 53 53 79;;Non;5;44;10;électricien;Chambéry;10+ photos API (excellent) / 44 avis (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 07:30 – 19:00 | mardi: 07:30 – 19:00 | mercredi: 07:30 – 19:00;https://maps.google.com/?cid=8419641602251468614;ChIJ7S34fZqpi0cRRq9Mlm2T2HQ;;;;2026-05-08
CHAUD;96;PERROT François;73 Rue Charles Gide, 62280 Saint-Martin-Boulogne, France;06 21 21 02 77;+33 6 21 21 02 77;;Non;5;46;10;électricien;Boulogne-sur-Mer;10+ photos API (excellent) / 46 avis (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 09:00 – 19:00 | mardi: 09:00 – 19:00 | mercredi: 09:00 – 19:00;https://maps.google.com/?cid=9603883114727856252;ChIJZ-eIK8TWoWsRfNi5Lc_YR4U;;;;2026-05-08
CHAUD;96;Mr.l'électricien;1 Rue Aldebert Bellier, 60000 Beauvais, France;07 44 88 89 29;+33 7 44 88 89 29;;Non;5;57;10;électricien;Beauvais;10+ photos API (excellent) / 57 avis (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 08:00 – 20:00 | mardi: 08:00 – 21:00 | mercredi: 08:00 – 21:00;https://maps.google.com/?cid=17015700066322117660;ChIJYRoOWBMB50cRHHS4qQ7pI-w;;;;2026-05-08
CHAUD;96;Farrell Electricité;57 Rue de Compiègne, 60710 Chevrières, France;06 34 62 22 19;+33 6 34 62 22 19;;Non;4.9;47;10;électricien;Compiègne;10+ photos API (excellent) / 47 avis (bon) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente) / Horaires renseignés;lundi: 08:00 – 19:30 | mardi: 08:00 – 19:30 | mercredi: 08:00 – 19:30;https://maps.google.com/?cid=2647622846408074081;ChIJeaNnnc7N50cRYaNce_M-viQ;;;;2026-05-08
CHAUD;96;La Piscine 21;5 Rue des Creots, 21121 Fontaine-lès-Dijon, France;03 45 43 72 72;+33 3 45 43 72 72;;Non;5;43;10;pisciniste;Dijon;10+ photos API (excellent) / 43 avis (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 09:00 – 12:00, 14:00 – 17:00 | mardi: 09:00 – 12:00, 14:00 – 17:00 | mercredi: 09:00 – 12:00;https://maps.google.com/?cid=16758466330376641421;ChIJPRpn-9dj7UcRjZtxWlYIkug;;;;2026-05-08
CHAUD;96;Jules & Eaux Piscines;92 Rue de Boisseuil, 87220 Feytiat, France;06 43 35 55 45;+33 6 43 35 55 45;;Non;4.8;36;10;pisciniste;Limoges;10+ photos API (excellent) / 36 avis (bon) / Aucun site web → opportunité maximale / Note 4.8/5 (excellente) / Horaires renseignés;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00;https://maps.google.com/?cid=8540019377804137834;ChIJLZN8kdzL_kcRatX3jGA-hHY;;;;2026-05-08
CHAUD;96;WILL-O-JARDIN;949 Av. François Nardi, 83000 Toulon, France;06 17 93 96 36;+33 6 17 93 96 36;;Non;5;44;10;paysagiste;Toulon;10+ photos API (excellent) / 44 avis (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 08:00 – 17:00 | mardi: 08:00 – 17:00 | mercredi: 08:00 – 17:00;https://maps.google.com/?cid=14659441877805356736;ChIJL0mxuxgbyRIRwNYSBLjMcMs;;;;2026-05-08
CHAUD;96;debrenne paysagiste;2 Pass. de l'Hôtel de ville, 68100 Mulhouse, France;06 71 12 81 34;+33 6 71 12 81 34;;Non;4.9;38;10;paysagiste;Mulhouse;10+ photos API (excellent) / 38 avis (bon) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente) / Horaires renseignés;lundi: 07:30 – 19:30 | mardi: 07:30 – 19:30 | mercredi: 07:30 – 19:30;https://maps.google.com/?cid=3333615765835673831;ChIJq46IVmrKvwAR5_BGdOBhQy4;;;;2026-05-08
CHAUD;96;Loisel Elagage Paysage;13 Rue Louis Bégué, 62200 Boulogne-sur-Mer, France;07 86 42 08 02;+33 7 86 42 08 02;;Non;4.9;65;10;paysagiste;Boulogne-sur-Mer;10+ photos API (excellent) / 65 avis (bon) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente) / Horaires renseignés;lundi: 08:00 – 21:00 | mardi: 08:00 – 21:00 | mercredi: 08:00 – 21:00;https://maps.google.com/?cid=17416516573517234057;ChIJiegMyXYt3EcRib8yBYzls_E;;;;2026-05-08
CHAUD;96;Tony Paysagiste;42 Rue Pierre Simon, 62680 Méricourt, France;06 41 43 92 14;+33 6 41 43 92 14;;Non;5;63;10;paysagiste;Lens;10+ photos API (excellent) / 63 avis (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 09:00 – 18:00 | mardi: 09:00 – 18:00 | mercredi: 09:00 – 18:00;https://maps.google.com/?cid=18233393065263259943;ChIJX-d4e9Qz3UcRJ2EWYWMGCv0;;;;2026-05-08
CHAUD;96;Capello espace vert;12 Rue de la Bastide, 95800 Cergy, France;06 23 16 05 42;+33 6 23 16 05 42;;Non;4.8;45;10;paysagiste;Cergy;10+ photos API (excellent) / 45 avis (bon) / Aucun site web → opportunité maximale / Note 4.8/5 (excellente) / Horaires renseignés;lundi: 08:00 – 20:00 | mardi: 08:00 – 20:00 | mercredi: 08:00 – 20:00;https://maps.google.com/?cid=10027764265866176121;ChIJ3Vdi3O6MyyYReSZPbnjGKYs;;;;2026-05-08
CHAUD;94;Boutique de la Piscine;616 Av. Saint-Martin, 06250 Mougins, France;04 92 92 07 08;+33 4 92 92 07 08;;Non;4.7;49;10;pisciniste;Antibes;10+ photos API (excellent) / 49 avis (bon) / Aucun site web → opportunité maximale / Note 4.7/5 (excellente) / Horaires renseignés;lundi: 09:00 – 12:00, 14:00 – 18:00 | mardi: 09:00 – 12:00, 14:00 – 18:00 | mercredi: 09:00 – 12:00, 14:00 – 18:00;https://maps.google.com/?cid=7174054732533851100;ChIJZ_qxqqMpzBIR3OPj-8Rcj2M;;;;2026-05-08
CHAUD;93;ETS . DUTERTRE;391 Rte de Saint-Omer, 62280 Saint-Martin-Boulogne, France;06 31 73 13 14;+33 6 31 73 13 14;;Non;4.8;45;10;plombier;Boulogne-sur-Mer;10+ photos API (excellent) / 45 avis (bon) / Aucun site web → opportunité maximale / Note 4.8/5 (excellente);;https://maps.google.com/?cid=5726300544697432562;ChIJ4Zz3aCwt3EcR8vnQkwHod08;;;;2026-05-08
CHAUD;90;Leblanc Ludovic;249 Rue Nationale, 62200 Boulogne-sur-Mer, France;03 21 31 87 31;+33 3 21 31 87 31;;Non;4;30;10;plombier;Boulogne-sur-Mer;10+ photos API (excellent) / 30 avis (correct) / Aucun site web → opportunité maximale / Note 4.0/5 (idéale);;https://maps.google.com/?cid=3614529551373561816;ChIJi12J2E8s3EcR2O_F83ljKTI;;;;2026-05-08
CHAUD;89;Plombier Nimes 24-7;7 Rue Jean XXIII, 30000 Nîmes, France;09 73 03 96 51;+33 9 73 03 96 51;;Non;5;31;10;plombier;Nîmes;10+ photos API (excellent) / 31 avis (correct) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=5962649457643831435;ChIJZZB3LP8ttBIRi0AJGxeWv1I;;;;2026-05-08
CHAUD;89;Entreprise Davtyan;122 Rue de la République, 54320 Maxéville, France;06 88 74 83 26;+33 6 88 74 83 26;;Non;5;30;10;plombier;Nancy;10+ photos API (excellent) / 30 avis (correct) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=1323718043303710471;ChIJ2b4w7neZlEcRB4_kCYzKXhI;;;;2026-05-08
CHAUD;89;Chauffage concept;351 Chem. des Clos, 50110 Cherbourg-en-Cotentin, France;06 88 45 59 10;+33 6 88 45 59 10;;Non;5;34;10;plombier;Cherbourg;10+ photos API (excellent) / 34 avis (correct) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00;https://maps.google.com/?cid=2240093586308123120;ChIJSznf5BWZDEgR8MmGiz9pFh8;;;;2026-05-08
CHAUD;89;Guillaume Lamas Electricite;30 Rue de Metz, 21000 Dijon, France;06 78 16 08 71;+33 6 78 16 08 71;;Non;5;31;10;électricien;Dijon;10+ photos API (excellent) / 31 avis (correct) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 08:00 – 17:30 | mardi: 08:00 – 17:30 | mercredi: 08:00 – 17:30;https://maps.google.com/?cid=5880507075422663721;ChIJl-eC8f6bLa8RKTS9YQfCm1E;;;;2026-05-08
CHAUD;89;Sainté'lec;31 Bd Daguerre, 42100 Saint-Étienne, France;04 77 80 76 39;+33 4 77 80 76 39;;Non;4.8;33;10;électricien;Saint-Étienne;10+ photos API (excellent) / 33 avis (correct) / Aucun site web → opportunité maximale / Note 4.8/5 (excellente) / Horaires renseignés;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=12636201533599683448;ChIJfX3cZVWv9UcReJN0aFjOXK8;;;;2026-05-08
CHAUD;89;Emmanuel Lemée Artisan Jardinier;6 Rue Casabianca, 56600 Lanester, France;06 64 46 14 20;+33 6 64 46 14 20;;Non;5;33;10;paysagiste;Lorient;10+ photos API (excellent) / 33 avis (correct) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente) / Horaires renseignés;lundi: 08:30 – 17:00 | mardi: 08:30 – 17:00 | mercredi: 08:30 – 17:00;https://maps.google.com/?cid=11763089549267634435;ChIJ3SIIZqtfEEgRAwk1HZ_jPqM;;;;2026-05-08
CHAUD;89;Delattre Legros espace vert;2 Av. Louis David Apt 122, 62200 Boulogne-sur-Mer, France;06 79 72 00 89;+33 6 79 72 00 89;;Non;4.8;32;10;paysagiste;Boulogne-sur-Mer;10+ photos API (excellent) / 32 avis (correct) / Aucun site web → opportunité maximale / Note 4.8/5 (excellente) / Horaires renseignés;lundi: 08:30 – 18:30 | mardi: 08:30 – 18:30 | mercredi: 08:30 – 18:30;https://maps.google.com/?cid=865701175950633195;ChIJUTqLXG4t3EcR6-gsAqKWAww;;;;2026-05-08
